id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,quartile,day,day_of_week,bedrooms_flag,bathrooms_flag,waterfront_flag,view_flag,sqft_basement_flag,yr_renovated_flag,day_of_week_flag,house_age,yr_since_renovation,basement_ratio,living_lot_ratio,price_per_sqft,sqft_living_diff,sqft_lot_diff,above_ratio,total_rooms,bath_bed_ratio,overall_quality,luxury_score,grade_sqft_living,waterfront_view_interaction,rooms_per_floor
104510440,2014-06-04,219950.0,3,2.25,1500,7615,1.0,0,0,3,7,1150,350,1984,0,98023,47.3146,-122.351,1540,8649,2014,6,2,4,2,1,1,0,0,1,0,1,30,,0.23,0.2,146.63,40,1034,0.77,5.25,0.75,21,7,10500,0,5.25
7519000170,2014-07-23,690000.0,3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,98117,47.6838,-122.362,1400,4017,2014,7,3,23,2,1,1,0,0,0,0,1,94,,0.0,0.25,530.77,100,1133,1.0,5.5,0.83,28,7,9100,0,3.67
2113700500,2014-10-05,250800.0,3,1.75,1290,4000,1.0,0,0,3,6,1170,120,1943,0,98106,47.5309,-122.354,1140,4000,2014,10,4,5,6,1,1,0,0,1,0,1,71,,0.09,0.32,194.42,150,0,0.91,4.75,0.58,18,6,7740,0,4.75
1560930050,2015-03-25,557500.0,3,2.0,2510,35255,1.0,0,2,3,9,2510,0,1994,0,98038,47.4012,-122.025,3140,36450,2015,3,1,25,2,1,1,0,1,0,0,1,21,,0.0,0.07,222.11,630,1195,1.0,5.0,0.67,27,9,22590,0,5.0
9550204590,2014-06-24,941000.0,4,1.75,2320,3825,1.5,0,0,5,8,1820,500,1926,0,98105,47.6659,-122.327,1940,3825,2014,6,2,24,1,1,1,0,0,1,0,1,88,,0.22,0.61,405.6,380,0,0.78,5.75,0.44,40,8,18560,0,3.83
4217402115,2015-04-21,3650000.0,6,4.75,5480,19401,1.5,1,4,5,11,3910,1570,1936,0,98105,47.6515,-122.277,3510,15810,2015,4,2,21,1,1,1,1,1,1,0,1,79,,0.29,0.28,666.06,1970,3591,0.71,10.75,0.79,55,12,60280,4,7.17
9412710440,2015-04-22,305000.0,4,2.75,2030,8600,1.0,0,0,4,7,1230,800,1977,0,98042,47.3942,-122.16,1810,8600,2015,4,2,22,2,1,1,0,0,1,0,1,38,,0.39,0.24,150.25,220,0,0.61,6.75,0.69,28,7,14210,0,6.75
6043400006,2014-07-29,815000.0,4,1.5,2060,16110,1.0,0,0,4,8,2060,0,1949,0,98004,47.5983,-122.202,2060,16110,2014,7,3,29,1,1,1,0,0,0,0,1,65,,0.0,0.13,395.63,0,0,1.0,5.5,0.38,32,8,16480,0,5.5
1024039049,2014-05-12,1015000.0,3,2.5,2920,34527,1.0,0,4,4,9,1800,1120,1954,1983,98116,47.5799,-122.4,2480,7933,2014,5,2,12,0,1,1,0,1,1,1,0,60,31.0,0.38,0.08,347.6,440,26594,0.62,5.5,0.83,36,9,26280,0,5.5
1250204835,2014-09-08,1240000.0,4,3.0,3330,6990,1.5,0,3,5,9,2330,1000,1928,0,98144,47.5886,-122.287,2620,5310,2014,9,3,8,0,1,1,0,1,1,0,0,86,,0.3,0.48,372.37,710,1680,0.7,7.0,0.75,45,9,29970,0,4.67
6388920460,2014-12-26,535000.0,3,2.5,2110,8164,2.0,0,0,3,9,2110,0,1990,0,98056,47.5269,-122.171,2390,7499,2014,12,4,26,4,1,1,0,0,0,0,1,24,,0.0,0.26,253.55,280,665,1.0,5.5,0.83,27,9,18990,0,2.75
1925059049,2014-07-21,775000.0,3,1.0,1175,10454,1.0,0,0,4,6,1175,0,1949,0,98004,47.6388,-122.218,2010,10800,2014,7,3,21,0,1,1,0,0,0,0,0,65,,0.0,0.11,659.57,835,346,1.0,4.0,0.33,24,6,7050,0,4.0
7760400420,2014-07-18,255000.0,3,2.0,1590,8670,1.0,0,0,3,7,1590,0,1994,0,98042,47.3725,-122.073,1590,9253,2014,7,3,18,4,1,1,0,0,0,0,1,20,,0.0,0.18,160.38,0,583,1.0,5.0,0.67,21,7,11130,0,5.0
6163901271,2014-08-11,327000.0,2,1.0,1070,9750,1.0,0,0,3,7,1070,0,1947,0,98155,47.7532,-122.318,1500,8775,2014,8,3,11,0,1,1,0,0,0,0,0,67,,0.0,0.11,305.61,430,975,1.0,3.0,0.5,21,7,7490,0,3.0
5437200050,2014-11-20,560000.0,4,2.0,2720,8819,2.0,0,3,3,8,2240,480,1976,0,98003,47.338,-122.333,2960,9672,2014,11,4,20,3,1,1,0,1,1,0,1,38,,0.18,0.31,205.88,240,853,0.82,6.0,0.5,24,8,21760,0,3.0
3885806565,2015-01-30,1339000.0,4,3.5,2980,6349,2.0,0,3,3,9,2980,0,1998,0,98033,47.6819,-122.208,2870,6349,2015,1,1,30,4,1,1,0,1,0,0,1,17,,0.0,0.47,449.33,110,0,1.0,7.5,0.88,27,9,26820,0,3.75
8651443190,2014-12-04,199500.0,3,1.75,1160,5200,1.0,0,0,4,7,1160,0,1977,0,98042,47.3643,-122.09,1470,5200,2014,12,4,4,3,1,1,0,0,0,0,1,37,,0.0,0.22,171.98,310,0,1.0,4.75,0.58,28,7,8120,0,4.75
1722069145,2014-12-23,760000.0,4,2.5,3580,97574,2.0,0,0,3,9,3580,0,2004,0,98038,47.3901,-122.071,2510,27068,2014,12,4,23,1,1,1,0,0,0,0,1,10,,0.0,0.04,212.29,1070,70506,1.0,6.5,0.62,27,9,32220,0,3.25
7883605985,2015-03-30,439000.0,3,2.25,3020,6000,3.0,0,2,3,8,1980,1040,1994,0,98108,47.5249,-122.319,1150,6000,2015,3,1,30,0,1,1,0,1,1,0,0,21,,0.34,0.5,145.36,1870,0,0.66,5.25,0.75,24,8,24160,0,1.75
4038700190,2014-09-30,527000.0,4,2.25,2380,5250,1.0,0,0,4,7,1410,970,1961,0,98008,47.6164,-122.115,2150,8560,2014,9,3,30,1,1,1,0,0,1,0,1,53,,0.41,0.45,221.43,230,3310,0.59,6.25,0.56,28,7,16660,0,6.25
8661000089,2014-07-16,199950.0,3,2.75,2270,13590,1.5,0,0,4,6,1300,970,1948,0,98022,47.2099,-122.001,1160,13545,2014,7,3,16,2,1,1,0,0,1,0,1,66,,0.43,0.17,88.08,1110,45,0.57,5.75,0.92,24,6,13620,0,3.83
2329800430,2015-02-04,254000.0,3,2.25,1660,8188,2.0,0,0,4,7,1660,0,1988,0,98042,47.3766,-122.115,1660,7000,2015,2,1,4,2,1,1,0,0,0,0,1,27,,0.0,0.2,153.01,0,1188,1.0,5.25,0.75,28,7,11620,0,2.62
6431500280,2015-03-23,393000.0,2,1.0,830,5000,1.0,0,0,4,7,830,0,1921,0,98103,47.6914,-122.352,1110,5000,2015,3,1,23,0,1,1,0,0,0,0,0,94,,0.0,0.17,473.49,280,0,1.0,3.0,0.5,28,7,5810,0,3.0
6204430250,2014-11-21,585000.0,5,2.25,2480,12614,1.0,0,0,4,8,1860,620,1979,0,98011,47.7393,-122.2,2470,12392,2014,11,4,21,4,1,1,0,0,1,0,1,35,,0.25,0.2,235.89,10,222,0.75,7.25,0.45,32,8,19840,0,7.25
4365200630,2014-07-16,450000.0,2,2.0,1900,7740,1.0,0,0,4,7,1150,750,1923,0,98126,47.5227,-122.372,1140,7740,2014,7,3,16,2,1,1,0,0,1,0,1,91,,0.39,0.25,236.84,760,0,0.61,4.0,1.0,28,7,13300,0,4.0
3630120050,2014-06-25,565000.0,2,1.75,1670,4008,1.0,0,0,3,9,1670,0,2005,0,98029,47.5539,-122.001,2330,3752,2014,6,2,25,2,1,1,0,0,0,0,1,9,,0.0,0.42,338.32,660,256,1.0,3.75,0.88,27,9,15030,0,3.75
7844200050,2014-05-22,330000.0,5,2.25,2000,7900,1.0,0,0,4,7,1300,700,1986,0,98188,47.4291,-122.292,2000,9132,2014,5,2,22,3,1,1,0,0,1,0,1,28,,0.35,0.25,165.0,0,1232,0.65,7.25,0.45,28,7,14000,0,7.25
1240700006,2015-05-11,870000.0,3,2.0,2320,65340,1.5,0,0,3,9,2320,0,1992,0,98074,47.6106,-122.055,3100,59603,2015,5,2,11,0,1,1,0,0,0,0,0,23,,0.0,0.04,375.0,780,5737,1.0,5.0,0.67,27,9,20880,0,3.33
8563000470,2014-07-23,585000.0,4,2.5,1860,8117,1.0,0,0,4,8,1460,400,1966,0,98008,47.6228,-122.104,2040,8199,2014,7,3,23,2,1,1,0,0,1,0,1,48,,0.22,0.23,314.52,180,82,0.78,6.5,0.62,32,8,14880,0,6.5
3221069091,2014-11-06,500000.0,3,2.5,2110,208737,2.0,0,3,3,9,2110,0,1977,0,98092,47.2674,-122.072,2390,125017,2014,11,4,6,3,1,1,0,1,0,0,1,37,,0.0,0.01,236.97,280,83720,1.0,5.5,0.83,27,9,18990,0,2.75
8645530010,2014-05-15,225000.0,3,2.0,1400,7384,1.0,0,0,3,7,1150,250,1979,0,98058,47.4655,-122.174,1820,7992,2014,5,2,15,3,1,1,0,0,1,0,1,35,,0.18,0.19,160.71,420,608,0.82,5.0,0.67,21,7,9800,0,5.0
8645530010,2015-03-25,295000.0,3,2.0,1400,7384,1.0,0,0,3,7,1150,250,1979,0,98058,47.4655,-122.174,1820,7992,2015,3,1,25,2,1,1,0,0,1,0,1,36,,0.18,0.19,210.71,420,608,0.82,5.0,0.67,21,7,9800,0,5.0
2141300420,2014-06-26,775000.0,3,2.75,2850,14800,1.0,0,0,4,9,1920,930,1976,0,98006,47.559,-122.146,3300,10809,2014,6,2,26,3,1,1,0,0,1,0,1,38,,0.33,0.19,271.93,450,3991,0.67,5.75,0.92,36,9,25650,0,5.75
9407101900,2014-07-17,280000.0,3,1.0,1370,11050,1.0,0,0,3,7,1370,0,1981,0,98045,47.4485,-121.776,1520,10000,2014,7,3,17,3,1,1,0,0,0,0,1,33,,0.0,0.12,204.38,150,1050,1.0,4.0,0.33,21,7,9590,0,4.0
1931300425,2014-09-08,539000.0,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,0,98103,47.6543,-122.347,1180,1224,2014,9,3,8,0,1,1,0,0,1,0,0,91,,0.41,0.68,248.39,990,1976,0.59,5.5,0.83,35,7,15190,0,3.67
9290800050,2015-03-24,567500.0,3,1.75,2570,14033,1.0,0,2,4,8,2570,0,1953,0,98166,47.4335,-122.338,2550,16100,2015,3,1,24,1,1,1,0,1,0,0,1,62,,0.0,0.18,220.82,20,2067,1.0,4.75,0.58,32,8,20560,0,4.75
9421500010,2015-02-05,442500.0,4,2.25,1970,7902,1.0,0,0,3,8,1310,660,1960,0,98125,47.7249,-122.298,1860,8021,2015,2,1,5,3,1,1,0,0,1,0,1,55,,0.34,0.25,224.62,110,119,0.66,6.25,0.56,24,8,15760,0,6.25
3333500151,2015-05-07,598200.0,5,3.75,2980,4635,3.0,0,0,3,8,2980,0,1997,0,98118,47.5508,-122.268,1100,5150,2015,5,2,7,3,1,1,0,0,0,0,1,18,,0.0,0.64,200.74,1880,515,1.0,8.75,0.75,24,8,23840,0,2.92
3759500006,2014-10-14,610000.0,4,2.5,2300,10843,2.0,0,0,5,8,2300,0,1955,0,98033,47.6988,-122.202,1780,10843,2014,10,4,14,1,1,1,0,0,0,0,1,59,,0.0,0.21,265.22,520,0,1.0,6.5,0.62,40,8,18400,0,3.25
4221270290,2014-11-21,544900.0,3,2.5,1990,4936,2.0,0,0,3,8,1990,0,2004,0,98075,47.5911,-122.018,2250,4815,2014,11,4,21,4,1,1,0,0,0,0,1,10,,0.0,0.4,273.82,260,121,1.0,5.5,0.83,24,8,15920,0,2.75
1775801405,2014-12-16,557500.0,4,2.5,2390,38258,2.0,0,0,3,8,2390,0,2001,0,98072,47.7433,-122.094,1960,17113,2014,12,4,16,1,1,1,0,0,0,0,1,13,,0.0,0.06,233.26,430,21145,1.0,6.5,0.62,24,8,19120,0,3.25
3575302575,2014-08-11,532500.0,3,2.5,2160,7500,1.0,0,1,3,7,1430,730,1979,0,98074,47.6188,-122.064,1560,7500,2014,8,3,11,0,1,1,0,1,1,0,0,35,,0.34,0.29,246.53,600,0,0.66,5.5,0.83,21,7,15120,0,5.5
2581300010,2014-06-09,1350000.0,4,3.25,3300,15907,2.0,0,0,5,10,3300,0,1985,0,98040,47.5413,-122.216,2740,11358,2014,6,2,9,0,1,1,0,0,0,0,0,29,,0.0,0.21,409.09,560,4549,1.0,7.25,0.81,50,10,33000,0,3.62
8805900080,2015-04-30,750000.0,3,2.0,1840,2825,1.0,0,0,3,7,1040,800,1920,0,98112,47.6428,-122.302,1820,3750,2015,4,2,30,3,1,1,0,0,1,0,1,95,,0.43,0.65,407.61,20,925,0.57,5.0,0.67,21,7,12880,0,5.0
8121200460,2014-11-19,530000.0,3,2.5,2030,10958,2.0,0,0,3,8,2030,0,1983,0,98052,47.7251,-122.11,1960,10282,2014,11,4,19,2,1,1,0,0,0,0,1,31,,0.0,0.19,261.08,70,676,1.0,5.5,0.83,24,8,16240,0,2.75
2461900609,2014-07-17,346100.0,3,2.5,1400,2036,2.0,0,0,3,7,1400,0,2003,0,98136,47.5516,-122.382,1500,2036,2014,7,3,17,3,1,1,0,0,0,0,1,11,,0.0,0.69,247.21,100,0,1.0,5.5,0.83,21,7,9800,0,2.75
3298600440,2014-08-10,260000.0,4,2.25,2320,16800,2.0,0,0,4,9,2320,0,1977,0,98092,47.2959,-122.166,2700,15680,2014,8,3,10,6,1,1,0,0,0,0,1,37,,0.0,0.14,112.07,380,1120,1.0,6.25,0.56,36,9,20880,0,3.12
643300010,2014-08-29,365000.0,3,1.75,1410,9150,1.0,0,0,5,7,1410,0,1959,0,98006,47.5683,-122.178,1800,9940,2014,8,3,29,4,1,1,0,0,0,0,1,55,,0.0,0.15,258.87,390,790,1.0,4.75,0.58,35,7,9870,0,4.75
224069102,2014-09-08,615000.0,3,2.0,1860,42800,1.0,0,0,4,7,930,930,1983,0,98075,47.5898,-122.004,1980,11250,2014,9,3,8,0,1,1,0,0,1,0,0,31,,0.5,0.04,330.65,120,31550,0.5,5.0,0.67,28,7,13020,0,5.0
8856960050,2014-07-24,318400.0,4,2.5,1820,6916,2.0,0,0,3,7,1820,0,1994,0,98038,47.3862,-122.029,1680,6995,2014,7,3,24,3,1,1,0,0,0,0,1,20,,0.0,0.26,174.95,140,79,1.0,6.5,0.62,21,7,12740,0,3.25
4024101478,2015-03-03,498500.0,4,2.5,1910,7172,2.0,0,0,3,8,1910,0,1993,0,98155,47.7615,-122.309,1630,10127,2015,3,1,3,1,1,1,0,0,0,0,1,22,,0.0,0.27,260.99,280,2955,1.0,6.5,0.62,24,8,15280,0,3.25
1839910470,2015-04-08,450000.0,3,1.75,1540,7490,1.0,0,0,5,7,1540,0,1971,0,98034,47.7222,-122.177,1270,7350,2015,4,2,8,2,1,1,0,0,0,0,1,44,,0.0,0.21,292.21,270,140,1.0,4.75,0.58,35,7,10780,0,4.75
3668000670,2015-03-27,200000.0,3,2.0,1430,7905,1.0,0,0,4,7,1430,0,1988,0,98092,47.2757,-122.145,1870,8400,2015,3,1,27,4,1,1,0,0,0,0,1,27,,0.0,0.18,139.86,440,495,1.0,5.0,0.67,28,7,10010,0,5.0
1274500420,2014-09-09,234000.0,3,1.0,1010,8906,1.0,0,0,5,7,1010,0,1968,0,98042,47.3627,-122.108,1150,10414,2014,9,3,9,1,1,1,0,0,0,0,1,46,,0.0,0.11,231.68,140,1508,1.0,4.0,0.33,35,7,7070,0,4.0
8151600470,2014-08-04,121800.0,2,1.0,940,8384,1.0,0,0,3,5,940,0,1947,0,98146,47.5065,-122.364,1290,8384,2014,8,3,4,0,1,1,0,0,0,0,0,67,,0.0,0.11,129.57,350,0,1.0,3.0,0.5,15,5,4700,0,3.0
56000095,2014-06-26,805000.0,3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,1929,0,98116,47.5773,-122.406,2260,5492,2014,6,2,26,3,1,1,0,1,1,0,1,85,,0.38,0.44,309.62,340,383,0.62,5.75,0.92,40,8,20800,0,3.83
3432500980,2014-07-08,410000.0,4,2.25,2060,7283,1.0,0,0,3,8,1220,840,1963,2013,98155,47.7435,-122.317,1500,8134,2014,7,3,8,1,1,1,0,0,1,1,1,51,1.0,0.41,0.28,199.03,560,851,0.59,6.25,0.56,24,8,16480,0,6.25
7940700050,2015-02-18,475000.0,3,2.5,1920,4534,2.0,0,0,3,8,1920,0,1986,0,98034,47.7144,-122.204,1380,5100,2015,2,1,18,2,1,1,0,0,0,0,1,29,,0.0,0.42,247.4,540,566,1.0,5.5,0.83,24,8,15360,0,2.75
1025039292,2014-10-30,1337500.0,4,2.5,2900,21074,2.0,0,0,3,11,2900,0,1986,0,98199,47.6696,-122.416,3390,20000,2014,10,4,30,3,1,1,0,0,0,0,1,28,,0.0,0.14,461.21,490,1074,1.0,6.5,0.62,33,11,31900,0,3.25
3438503140,2014-09-18,269000.0,1,1.0,1020,7920,1.0,0,0,3,7,1020,0,1947,1983,98106,47.5385,-122.355,1000,7168,2014,9,3,18,3,1,1,0,0,0,1,1,67,31.0,0.0,0.13,263.73,20,752,1.0,2.0,1.0,21,7,7140,0,2.0
7558750190,2014-07-24,573000.0,4,2.25,2150,9520,2.0,0,0,4,8,2150,0,1979,0,98052,47.6885,-122.113,2000,9520,2014,7,3,24,3,1,1,0,0,0,0,1,35,,0.0,0.23,266.51,150,0,1.0,6.25,0.56,32,8,17200,0,3.12
3395040440,2015-03-27,330000.0,3,2.5,1660,2890,2.0,0,0,3,7,1660,0,2001,0,98108,47.5434,-122.293,1540,2890,2015,3,1,27,4,1,1,0,0,0,0,1,14,,0.0,0.57,198.8,120,0,1.0,5.5,0.83,21,7,11620,0,2.75
4338800190,2014-06-26,252750.0,4,1.0,1230,7410,1.5,0,0,3,7,1230,0,1944,0,98166,47.4798,-122.344,1020,7648,2014,6,2,26,3,1,1,0,0,0,0,1,70,,0.0,0.17,205.49,210,238,1.0,5.0,0.25,21,7,8610,0,3.33
8682290670,2015-04-06,745000.0,2,2.5,2170,7546,1.0,0,0,3,8,2170,0,2007,0,98053,47.7242,-122.032,2170,7083,2015,4,2,6,0,1,1,0,0,0,0,0,8,,0.0,0.29,343.32,0,463,1.0,4.5,1.25,24,8,17360,0,4.5
5113260430,2015-03-04,280000.0,3,2.0,1280,7633,1.0,0,0,3,7,1280,0,1991,0,98038,47.3883,-122.05,1450,6783,2015,3,1,4,2,1,1,0,0,0,0,1,24,,0.0,0.17,218.75,170,850,1.0,5.0,0.67,21,7,8960,0,5.0
387000190,2015-04-30,535000.0,4,2.5,2240,6920,1.0,0,0,5,8,1380,860,1974,0,98146,47.5011,-122.375,1540,7000,2015,4,2,30,3,1,1,0,0,1,0,1,41,,0.38,0.32,238.84,700,80,0.62,6.5,0.62,40,8,17920,0,6.5
6844703135,2015-03-12,580000.0,4,1.5,1780,5100,1.0,0,0,3,7,1320,460,1953,0,98115,47.6944,-122.288,1880,5100,2015,3,1,12,3,1,1,0,0,1,0,1,62,,0.26,0.35,325.84,100,0,0.74,5.5,0.38,21,7,12460,0,5.5
8899000190,2014-12-12,301000.0,3,1.75,1840,7200,1.0,0,0,4,7,1220,620,1968,0,98055,47.456,-122.209,1770,8075,2014,12,4,12,4,1,1,0,0,1,0,1,46,,0.34,0.26,163.59,70,875,0.66,4.75,0.58,28,7,12880,0,4.75
3275760190,2014-06-24,600000.0,4,1.75,1740,7700,1.0,0,0,5,7,1740,0,1968,0,98008,47.6259,-122.111,1740,8120,2014,6,2,24,1,1,1,0,0,0,0,1,46,,0.0,0.23,344.83,0,420,1.0,5.75,0.44,35,7,12180,0,5.75
3438500924,2014-08-11,538900.0,5,3.0,3040,6604,2.0,0,0,3,9,3040,0,2005,0,98106,47.548,-122.356,1650,6825,2014,8,3,11,0,1,1,0,0,0,0,0,9,,0.0,0.46,177.27,1390,221,1.0,8.0,0.6,27,9,27360,0,4.0
5104530430,2015-02-09,366000.0,3,2.5,2370,4375,2.0,0,0,3,8,2370,0,2006,0,98038,47.354,-121.999,2380,4606,2015,2,1,9,0,1,1,0,0,0,0,0,9,,0.0,0.54,154.43,10,231,1.0,5.5,0.83,24,8,18960,0,2.75
5468770250,2014-08-19,303000.0,4,2.5,2100,6783,2.0,0,0,3,8,2100,0,2003,0,98042,47.3504,-122.141,2100,6192,2014,8,3,19,1,1,1,0,0,0,0,1,11,,0.0,0.31,144.29,0,591,1.0,6.5,0.62,24,8,16800,0,3.25
4318200440,2014-05-22,432000.0,3,2.25,1470,1578,2.0,0,0,3,8,1090,380,2007,0,98136,47.5388,-122.387,1470,1668,2014,5,2,22,3,1,1,0,0,1,0,1,7,,0.26,0.93,293.88,0,90,0.74,5.25,0.75,24,8,11760,0,2.62
1721800190,2015-04-09,300000.0,2,1.5,1300,6120,1.0,0,0,3,6,820,480,1945,0,98146,47.5088,-122.338,1250,6120,2015,4,2,9,3,1,1,0,0,1,0,1,70,,0.37,0.21,230.77,50,0,0.63,3.5,0.75,18,6,7800,0,3.5
1250202285,2014-10-20,908800.0,3,3.0,3420,7826,2.0,0,0,4,8,2430,990,1939,0,98144,47.5873,-122.29,980,6300,2014,10,4,20,0,1,1,0,0,1,0,0,75,,0.29,0.44,265.73,2440,1526,0.71,6.0,1.0,32,8,27360,0,3.0
2767602945,2014-06-25,500000.0,3,1.5,1190,4750,1.0,0,0,3,7,970,220,1940,0,98107,47.6726,-122.386,1460,4750,2014,6,2,25,2,1,1,0,0,1,0,1,74,,0.18,0.25,420.17,270,0,0.82,4.5,0.5,21,7,8330,0,4.5
321049090,2014-06-26,254000.0,5,2.0,2080,16117,1.0,0,0,5,7,1740,340,1959,0,98001,47.3424,-122.289,1510,13068,2014,6,2,26,3,1,1,0,0,1,0,1,55,,0.16,0.13,122.12,570,3049,0.84,7.0,0.4,35,7,14560,0,7.0
4443801495,2014-09-17,470000.0,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,0,98117,47.6848,-122.389,1530,3880,2014,9,3,17,2,1,1,0,0,1,0,1,90,,0.39,0.51,215.6,650,388,0.61,6.5,0.3,28,7,15260,0,4.33
3275750290,2015-03-17,480000.0,3,2.0,1460,7860,1.0,0,0,5,7,1460,0,1967,0,98008,47.6233,-122.108,1850,8148,2015,3,1,17,1,1,1,0,0,0,0,1,48,,0.0,0.19,328.77,390,288,1.0,5.0,0.67,35,7,10220,0,5.0
2273600460,2015-01-30,536000.0,3,1.75,1530,8503,1.0,0,0,4,7,1150,380,1983,0,98033,47.6872,-122.185,1610,8549,2015,1,1,30,4,1,1,0,0,1,0,1,32,,0.25,0.18,350.33,80,46,0.75,4.75,0.58,28,7,10710,0,4.75
8562720420,2015-04-30,1349000.0,4,3.5,4740,8611,2.0,0,3,3,11,3640,1100,2006,0,98027,47.5375,-122.07,4042,8321,2015,4,2,30,3,1,1,0,1,1,0,1,9,,0.23,0.55,284.6,698,290,0.77,7.5,0.88,33,11,52140,0,3.75
1330900250,2014-05-15,550000.0,3,2.25,1980,40887,1.0,0,0,4,8,1980,0,1980,0,98052,47.6478,-122.029,2460,35700,2014,5,2,15,3,1,1,0,0,0,0,1,34,,0.0,0.05,277.78,480,5187,1.0,5.25,0.75,32,8,15840,0,5.25
1099600250,2014-12-02,260000.0,3,1.75,1710,6400,1.0,0,0,4,7,1240,470,1976,0,98023,47.3036,-122.377,1600,6400,2014,12,4,2,1,1,1,0,0,1,0,1,38,,0.27,0.27,152.05,110,0,0.73,4.75,0.58,28,7,11970,0,4.75
1445200190,2015-04-24,284900.0,2,1.5,1160,982,2.0,0,0,3,7,890,270,2006,0,98155,47.7675,-122.315,1160,1008,2015,4,2,24,4,1,1,0,0,1,0,1,9,,0.23,1.18,245.6,0,26,0.77,3.5,0.75,21,7,8120,0,1.75
1929300052,2014-10-29,740000.0,3,2.5,2200,3000,2.0,0,0,3,9,1530,670,2002,0,98109,47.6451,-122.35,2200,3300,2014,10,4,29,2,1,1,0,0,1,0,1,12,,0.3,0.73,336.36,0,300,0.7,5.5,0.83,27,9,19800,0,2.75
7626200280,2014-10-02,425000.0,2,1.0,1170,5000,1.0,0,0,4,7,1030,140,1920,0,98136,47.5449,-122.388,1170,5850,2014,10,4,2,3,1,1,0,0,1,0,1,94,,0.12,0.23,363.25,0,850,0.88,3.0,0.5,28,7,8190,0,3.0
7211402115,2014-09-02,230000.0,3,1.0,1120,7500,1.0,0,0,3,7,1120,0,1965,0,98146,47.5112,-122.359,1120,5000,2014,9,3,2,1,1,1,0,0,0,0,1,49,,0.0,0.15,205.36,0,2500,1.0,4.0,0.33,21,7,7840,0,4.0
324000280,2015-04-13,675000.0,3,1.5,1710,4000,2.0,0,0,3,8,1710,0,1926,0,98116,47.5714,-122.385,1910,4000,2015,4,2,13,0,1,1,0,0,0,0,0,89,,0.0,0.43,394.74,200,0,1.0,4.5,0.5,24,8,13680,0,2.25
8091410080,2014-07-29,267500.0,3,1.75,1650,7807,1.0,0,0,3,7,1650,0,1986,0,98030,47.3514,-122.167,1810,8475,2014,7,3,29,1,1,1,0,0,0,0,1,28,,0.0,0.21,162.12,160,668,1.0,4.75,0.58,21,7,11550,0,4.75
6616000010,2014-08-25,814000.0,4,2.5,2840,8820,1.0,0,2,5,8,1420,1420,1952,0,98118,47.5542,-122.265,2310,8750,2014,8,3,25,0,1,1,0,1,1,0,0,62,,0.5,0.32,286.62,530,70,0.5,6.5,0.62,40,8,22720,0,6.5
1125069102,2015-04-27,1250000.0,4,3.0,3310,217800,1.5,0,0,3,9,3310,0,1989,0,98053,47.6616,-121.999,2810,217800,2015,4,2,27,0,1,1,0,0,0,0,0,26,,0.0,0.02,377.64,500,0,1.0,7.0,0.75,27,9,29790,0,4.67
6413600151,2014-09-16,460000.0,3,2.0,1860,7232,1.0,0,0,3,7,1320,540,1985,0,98125,47.7165,-122.319,1830,7220,2014,9,3,16,1,1,1,0,0,1,0,1,29,,0.29,0.26,247.31,30,12,0.71,5.0,0.67,21,7,13020,0,5.0
2607720420,2015-01-20,445000.0,3,2.5,2250,9608,2.0,0,0,3,8,2250,0,1994,0,98045,47.4865,-121.802,2020,9834,2015,1,1,20,1,1,1,0,0,0,0,1,21,,0.0,0.23,197.78,230,226,1.0,5.5,0.83,24,8,18000,0,2.75
1854900470,2014-09-24,715000.0,3,2.5,2890,7027,2.0,0,0,3,8,2890,0,2004,0,98074,47.6111,-122.009,2890,7197,2014,9,3,24,2,1,1,0,0,0,0,1,10,,0.0,0.41,247.4,0,170,1.0,5.5,0.83,24,8,23120,0,2.75
8901000911,2015-02-19,425000.0,3,1.75,2120,5992,1.0,0,0,3,7,1060,1060,1947,0,98125,47.7083,-122.308,1840,11000,2015,2,1,19,3,1,1,0,0,1,0,1,68,,0.5,0.35,200.47,280,5008,0.5,4.75,0.58,21,7,14840,0,4.75
3709600190,2014-07-15,370000.0,4,2.5,2130,4750,2.0,0,0,3,8,2130,0,2009,0,98058,47.4324,-122.184,2130,4071,2014,7,3,15,1,1,1,0,0,0,0,1,5,,0.0,0.45,173.71,0,679,1.0,6.5,0.62,24,8,17040,0,3.25
537000255,2015-04-29,302000.0,2,1.75,1170,8200,1.0,0,0,4,6,780,390,1937,0,98003,47.3263,-122.305,1780,9020,2015,4,2,29,2,1,1,0,0,1,0,1,78,,0.33,0.14,258.12,610,820,0.67,3.75,0.88,24,6,7020,0,3.75
4036800170,2014-06-23,453000.0,4,1.75,2120,7420,1.0,0,0,4,7,1060,1060,1956,0,98008,47.6019,-122.13,1540,7420,2014,6,2,23,0,1,1,0,0,1,0,0,58,,0.5,0.29,213.68,580,0,0.5,5.75,0.44,28,7,14840,0,5.75
